,ID,Aatish,BBQ District,Chef Bill Kim’s,Fresh Fare,Main Street Poké,Pizza & Parm Shop,Sol Toro,"Starbucks, Purdue Memorial",Sushi Boss,Walk On’s Sports Bistreaux,8 Eleven Modern Bistro,Leaps Coffee and Artisan Pastries,Boiler Up Bar,Au Bon Pain — at the Wilmeth Active Learning Center (WALC),Catalyst Café — at Wetherill chemistry building,The Bistro — at Rawls Hall,Continuum Café — at Lynn Hall,Così — at Honors College,Boiler Bistro — at Marriott Hall,Fuel — at the Recreation Sports Center,John Purdue Room — at Marriott Hall,LavAzza — at Marriott Hall,Port — at Lawson Computer Science Building,Undergrounds — at Hicks Undergraduate Library,Venture Café — at Burton D. Morgan Center,Earhart Dining Court,Ford Dining Court,Hillenbrand Dining Court,Wiley Dining Court,Windsor Dining Court,Cary Knight Spot Grill,Harrison Grill,Starbucks on Third — at Third Street Suites,Unnamed: 36
10,10,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,-1.5322085889570554,0.0,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,-1.5322085889570554,0.0,0.0,0.46779141104294464,0.0
11,14,-1.5322085889570554,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.46779141104294464,0.0,0.0,0.46779141104294464,0.0,0.46779141104294464,-0.5322085889570554,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,-0.5322085889570554,-1.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.0,0.0,0.46779141104294464,0.0
12,31,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,0.46779141104294464,-2.5322085889570554,0.46779141104294464,-1.5322085889570554,0.46779141104294464,1.4677914110429446,-0.5322085889570554,-1.5322085889570554,0.46779141104294464,1.4677914110429446,-1.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.46779141104294464,-2.5322085889570554,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,1.4677914110429446,0.46779141104294464,0.46779141104294464,-1.5322085889570554,-0.5322085889570554,-1.5322085889570554,-1.5322085889570554,-1.5322085889570554,-0.5322085889570554,-0.5322085889570554,1.4677914110429446,0.0
13,40,0.46779141104294464,-0.5322085889570554,-1.5322085889570554,-0.5322085889570554,0.46779141104294464,-1.5322085889570554,0.46779141104294464,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,1.4677914110429446,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-1.5322085889570554,-1.5322085889570554,-1.5322085889570554,1.4677914110429446,-1.5322085889570554,1.4677914110429446,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.46779141104294464,0.46779141104294464,0.0
14,9,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,-1.5322085889570554,-2.5322085889570554,0.0,0.0,0.0,0.0,-1.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,1.4677914110429446,0.0,0.46779141104294464,-1.5322085889570554,1.4677914110429446,0.46779141104294464,-1.5322085889570554,0.46779141104294464,-0.5322085889570554,-1.5322085889570554,0.0
15,43,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,-1.5322085889570554,0.0,0.46779141104294464,1.4677914110429446,1.4677914110429446,0.0,-1.5322085889570554,0.0,0.0,0.0,0.0,0.0,1.4677914110429446,0.46779141104294464,0.46779141104294464,0.0,0.0,0.0,-2.5322085889570554,-1.5322085889570554,0.0,0.0,-1.5322085889570554,0.0,0.0,-0.5322085889570554,0.0
16,20,-0.5322085889570554,0.0,0.0,0.0,1.4677914110429446,0.0,-0.5322085889570554,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5322085889570554,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,-1.5322085889570554,0.0,0.0,0.0
17,12,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,0.0,0.0,0.46779141104294464,0.0,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.46779141104294464,0.0,-2.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,-1.5322085889570554,-0.5322085889570554,-1.5322085889570554,0.46779141104294464,0.46779141104294464,0.0,-0.5322085889570554,0.0
18,23,1.4677914110429446,0.0,-0.5322085889570554,0.0,0.0,-2.5322085889570554,0.0,0.46779141104294464,1.4677914110429446,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.0
19,5,1.4677914110429446,-1.5322085889570554,-0.5322085889570554,0.0,0.0,0.0,0.0,-0.5322085889570554,1.4677914110429446,0.0,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,-1.5322085889570554,0.0,0.46779141104294464,0.0,0.0,-0.5322085889570554,0.0,0.0,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.46779141104294464,0.0,1.4677914110429446,-0.5322085889570554,0.0
20,7,0.0,0.0,0.0,0.0,0.0,-1.5322085889570554,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,-1.5322085889570554,0.46779141104294464,0.46779141104294464,-0.5322085889570554,0.0,0.0,0.46779141104294464,0.0
21,8,0.0,-1.5322085889570554,-1.5322085889570554,0.46779141104294464,0.46779141104294464,-2.5322085889570554,-0.5322085889570554,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.0,1.4677914110429446,0.0,-0.5322085889570554,0.0,0.0,0.0,-1.5322085889570554,0.0,-0.5322085889570554,0.0,0.0,0.46779141104294464,0.0,0.0,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.46779141104294464,-0.5322085889570554,1.4677914110429446,1.4677914110429446,0.46779141104294464,0.0
22,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,-2.5322085889570554,0.0,0.0,0.0,-2.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,0.0,-1.5322085889570554,-0.5322085889570554,0.0
23,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.46779141104294464,0.0,1.4677914110429446,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,-0.5322085889570554,0.46779141104294464,0.0
24,44,0.46779141104294464,-0.5322085889570554,0.0,0.0,0.0,0.46779141104294464,-0.5322085889570554,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,0.0,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,0.0,0.46779141104294464,0.0,-0.5322085889570554,0.0,0.46779141104294464,0.46779141104294464,0.0,0.0,-1.5322085889570554,-1.5322085889570554,-1.5322085889570554,-1.5322085889570554,-1.5322085889570554,0.46779141104294464,0.46779141104294464,1.4677914110429446,0.0
25,37,1.4677914110429446,0.46779141104294464,-0.5322085889570554,0.0,0.0,-0.5322085889570554,1.4677914110429446,-0.5322085889570554,1.4677914110429446,-1.5322085889570554,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,1.4677914110429446,0.46779141104294464,-1.5322085889570554,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,0.0,0.46779141104294464,0.0
26,28,0.0,-0.5322085889570554,-0.5322085889570554,0.0,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,-0.5322085889570554,1.4677914110429446,-0.5322085889570554,1.4677914110429446,-1.5322085889570554,-0.5322085889570554,-0.5322085889570554,1.4677914110429446,0.0
27,3,0.46779141104294464,0.0,0.0,0.0,0.46779141104294464,0.0,0.46779141104294464,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0
28,38,0.0,0.0,0.0,0.0,-0.5322085889570554,0.46779141104294464,0.0,1.4677914110429446,-1.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.0,0.0,1.4677914110429446,0.0
29,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4677914110429446,0.46779141104294464,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,-2.5322085889570554,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.46779141104294464,-0.5322085889570554,0.46779141104294464,1.4677914110429446,-0.5322085889570554,0.0,0.0,1.4677914110429446,0.0
30,13,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.46779141104294464,-0.5322085889570554,0.0,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.46779141104294464,-0.5322085889570554,1.4677914110429446,0.0,0.0,0.0,0.0,0.0
31,1,0.46779141104294464,-2.5322085889570554,-2.5322085889570554,0.0,1.4677914110429446,0.0,1.4677914110429446,0.46779141104294464,1.4677914110429446,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.46779141104294464,-0.5322085889570554,-0.5322085889570554,0.0,0.46779141104294464,-0.5322085889570554,0.46779141104294464,1.4677914110429446,1.4677914110429446,0.0,1.4677914110429446,0.46779141104294464,0.0
32,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.46779141104294464,0.46779141104294464,1.4677914110429446,-0.5322085889570554,1.4677914110429446,0.0,0.46779141104294464,0.0
33,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4677914110429446,0.46779141104294464,0.0
34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,1.4677914110429446,0.46779141104294464,-0.5322085889570554,0.0,1.4677914110429446,0.46779141104294464,0.0
35,35,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,1.4677914110429446,1.4677914110429446,0.0,0.0,0.0,0.0,-0.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5322085889570554,1.4677914110429446,0.0
36,11,0.46779141104294464,0.0,-1.5322085889570554,0.0,0.0,0.46779141104294464,0.0,-0.5322085889570554,0.46779141104294464,0.0,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4677914110429446,1.4677914110429446,0.46779141104294464,1.4677914110429446,-0.5322085889570554,1.4677914110429446,0.0,0.0,0.0
37,21,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,1.4677914110429446,-0.5322085889570554,0.0,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4677914110429446,-0.5322085889570554,0.46779141104294464,0.46779141104294464,0.0,0.46779141104294464,0.46779141104294464,0.0,0.0
38,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,-1.5322085889570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,1.4677914110429446,1.4677914110429446,1.4677914110429446,0.46779141104294464,-0.5322085889570554,0.0,0.0,1.4677914110429446,0.0
39,15,1.4677914110429446,0.46779141104294464,-1.5322085889570554,0.0,0.0,-0.5322085889570554,0.0,0.0,0.46779141104294464,1.4677914110429446,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,1.4677914110429446,0.0,0.46779141104294464,0.0,0.0,0.46779141104294464,0.0,0.0,0.46779141104294464,0.46779141104294464,0.46779141104294464,1.4677914110429446,1.4677914110429446,0.46779141104294464,0.46779141104294464,1.4677914110429446,0.0
40,36,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.46779141104294464,0.46779141104294464,1.4677914110429446,1.4677914110429446,0.0,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,0.46779141104294464,0.46779141104294464,0.46779141104294464,0.46779141104294464,1.4677914110429446,1.4677914110429446,0.46779141104294464,0.0
41,27,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322085889570554,1.4677914110429446,1.4677914110429446,0.0,0.46779141104294464,0.0,0.0,1.4677914110429446,0.0,0.0,0.0,1.4677914110429446,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.46779141104294464,-0.5322085889570554,0.46779141104294464,1.4677914110429446,0.0,0.0,1.4677914110429446,0.0
42,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46779141104294464,0.0,0.0,0.0,0.0,0.0,1.4677914110429446,0.46779141104294464,-0.5322085889570554,0.0,0.46779141104294464,0.0,0.46779141104294464,0.0,0.0,1.4677914110429446,1.4677914110429446,0.0,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,0.46779141104294464,0.0,0.46779141104294464,0.46779141104294464,0.0
43,2,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,0.46779141104294464,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,1.4677914110429446,0.46779141104294464,0.0
